Awadhi,9,Fenugreek Water (1 glass),Quinoa Upma (1 cup),Fresh Kiwi (1 medium sized),Brown Rice Pulao with Tofu (1 cup),Walnuts (15 pieces),Herbal Tea (1 cup),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,10,Fennel Seeds in Water (1 glass),Whole Wheat Roti (2 pieces) with Mixed Vegetable Sabzi,Fresh Papaya (1 cup),Vegetable Khichdi (1 cup),Roasted Peanuts (1/4 cup),Lemonade with Stevia (1 glass),Palak (Spinach) and Moong Daal (1 cup) with Brown Rice (1/2 cup)
Awadhi,11,Ginger Turmeric Tea (1 cup),Oats Idli (2 pieces) with Mint Chutney,Fresh Apple (1 medium sized),Daal (1 cup) with Quinoa (1/2 cup),Handful of Pumpkin Seeds (1/4 cup),Coconut Water (1 glass),Mixed Vegetable Sabzi with Whole Wheat Roti (2 pieces)
Awadhi,12,Green Tea with Cinnamon (1 cup),Moong Dal Chila (2 pieces) with Green Chutney,Fresh Guava (1 medium sized),Brown Rice Biryani with Soya Chunks (1 cup),Handful of Sunflower Seeds (1/4 cup),Amla Juice (1 glass),Palak Paneer (1 cup) with Brown Rice (1/2 cup)
Awadhi,13,Carom Seeds Water (1 glass),Paneer Bhurji (1/2 cup) with Whole Wheat Roti (2 pieces),Fresh Orange (1 medium sized),Vegetable Khichdi (1 cup),Roasted Makhana (Fox Nuts) (1/2 cup),Buttermilk (1 glass),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,14,Cucumber and Mint Infused Water (1 glass),Poha with Sprouts (1 cup),Fresh Pineapple Slices (1 cup),Palak (Spinach) and Moong Daal (1 cup) with Roasted Chana (1/2 cup),Handful of Almonds,Green Tea (1 cup),Mixed Vegetable Sabzi with Quinoa (1 cup)
Awadhi,15,Fresh Tomato Juice (1 glass),Veg Paratha (2 pieces) with Dahi,Fresh Apple (1 medium sized),Daal (1 cup) with Brown Rice (1/2 cup),Sprouted Moong Salad (1 cup),Buttermilk (1 glass),Mixed Vegetable Sabzi with Quinoa (1 cup)
Awadhi,16,Fenugreek Water (1 glass),Quinoa Upma (1 cup),Fresh Kiwi (1 medium sized),Brown Rice Pulao with Tofu (1 cup),Walnuts (15 pieces),Herbal Tea (1 cup),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,17,Fennel Seeds in Water (1 glass),Whole Wheat Roti (2 pieces) with Mixed Vegetable Sabzi,Fresh Papaya (1 cup),Vegetable Khichdi (1 cup),Roasted Peanuts (1/4 cup),Lemonade with Stevia (1 glass),Palak (Spinach) and Moong Daal (1 cup) with Brown Rice (1/2 cup)
Awadhi,18,Ginger Turmeric Tea (1 cup),Oats Idli (2 pieces) with Mint Chutney,Fresh Apple (1 medium sized),Daal (1 cup) with Quinoa (1/2 cup),Handful of Pumpkin Seeds (1/4 cup),Coconut Water (1 glass),Mixed Vegetable Sabzi with Whole Wheat Roti (2 pieces)
Awadhi,19,Green Tea with Cinnamon (1 cup),Moong Dal Chila (2 pieces) with Green Chutney,Fresh Guava (1 medium sized),Brown Rice Biryani with Soya Chunks (1 cup),Handful of Sunflower Seeds (1/4 cup),Amla Juice (1 glass),Palak Paneer (1 cup) with Brown Rice (1/2 cup)
Awadhi,20,Carom Seeds Water (1 glass),Paneer Bhurji (1/2 cup) with Whole Wheat Roti (2 pieces),Fresh Orange (1 medium sized),Vegetable Khichdi (1 cup),Roasted Makhana (Fox Nuts) (1/2 cup),Buttermilk (1 glass),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,21,Cucumber and Mint Infused Water (1 glass),Poha with Sprouts (1 cup),Fresh Pineapple Slices (1 cup),Palak (Spinach) and Moong Daal (1 cup) with Roasted Chana (1/2 cup),Handful of Almonds,Green Tea (1 cup),Mixed Vegetable Sabzi with Quinoa (1 cup)
Awadhi,22,Fresh Tomato Juice (1 glass),Veg Paratha (2 pieces) with Dahi,Fresh Apple (1 medium sized),Daal (1 cup) with Brown Rice (1/2 cup),Sprouted Moong Salad (1 cup),Buttermilk (1 glass),Mixed Vegetable Sabzi with Quinoa (1 cup)
Awadhi,23,Fenugreek Water (1 glass),Quinoa Upma (1 cup),Fresh Kiwi (1 medium sized),Brown Rice Pulao with Tofu (1 cup),Walnuts (15 pieces),Herbal Tea (1 cup),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,24,Fenugreek Water (1 glass),Quinoa Upma (1 cup),Fresh Kiwi (1 medium sized),Brown Rice Pulao with Tofu (1 cup),Walnuts (15 pieces),Herbal Tea (1 cup),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,25,Fennel Seeds in Water (1 glass),Whole Wheat Roti (2 pieces) with Mixed Vegetable Sabzi,Fresh Papaya (1 cup),Vegetable Khichdi (1 cup),Roasted Peanuts (1/4 cup),Lemonade with Stevia (1 glass),Palak (Spinach) and Moong Daal (1 cup) with Brown Rice (1/2 cup)
Awadhi,26,Ginger Turmeric Tea (1 cup),Oats Idli (2 pieces) with Mint Chutney,Fresh Apple (1 medium sized),Daal (1 cup) with Quinoa (1/2 cup),Handful of Pumpkin Seeds (1/4 cup),Coconut Water (1 glass),Mixed Vegetable Sabzi with Whole Wheat Roti (2 pieces)
Awadhi,27,Green Tea with Cinnamon (1 cup),Moong Dal Chila (2 pieces) with Green Chutney,Fresh Guava (1 medium sized),Brown Rice Biryani with Soya Chunks (1 cup),Handful of Sunflower Seeds (1/4 cup),Amla Juice (1 glass),Palak Paneer (1 cup) with Brown Rice (1/2 cup)
Awadhi,28,Carom Seeds Water (1 glass),Paneer Bhurji (1/2 cup) with Whole Wheat Roti (2 pieces),Fresh Orange (1 medium sized),Vegetable Khichdi (1 cup),Roasted Makhana (Fox Nuts) (1/2 cup),Buttermilk (1 glass),Daal (1 cup) with Whole Wheat Roti (2 pieces)
Awadhi,29,Cucumber and Mint Infused Water (1 glass),Poha with Sprouts (1 cup),Fresh Pineapple Slices (1 cup),Palak (Spinach) and Moong Daal (1 cup) with Roasted Chana (1/2 cup),Handful of Almonds,Green Tea (1 cup),Mixed Vegetable Sabzi with Quinoa (1 cup)
Awadhi,30,Fresh Tomato Juice (1 glass),Veg Paratha (2 pieces) with Dahi,Fresh Apple (1 medium sized),Daal (1 cup) with Brown Rice (1/2 cup),Handful of Almonds,Buttermilk (1 glass),Mixed Vegetable Sabzi with Quinoa (1 cup)
Bengali,1,Warm Lemon Water (1 glass),"Brown Rice Poha (1 bowl, with veggies)",A bowl of Boiled Chana (Bengal Gram),Masoor Dal (1 bowl) with 1 cup of Brown Rice and a side of Begun Bhaja (Eggplant fry),Handful of Nuts,Buttermilk (1 glass),Grilled Bhetki Fish (1 medium piece) with 1 small Chapati
Bengali,2,Cinnamon Water (1 glass),Veg Dalia (1 bowl),A bowl of Fresh Fruit Salad,Lauki (Bottle Gourd) Dalna (1 bowl) with 1 small Chapati,1 Apple,Green Tea (1 cup),Chicken Stew (1 small bowl) with a side of Lettuce Salad
Bengali,3,"Fenugreek Water (1 glass, soaked overnight)",Besan Cheela (1-2) with Green Chutney,A bowl of Cucumber Salad,Dal (Lentils) with vegetables (1 bowl) with 1 cup of Brown Rice,Handful of Seeds,Coconut Water (1 glass),Mixed Vegetable Curry (1 bowl) with 1 small Chapati
Bengali,4,Ginger Tea (1 cup),Moong Dal Cheela (1-2) with Mint Chutney,A bowl of Sprouts,Doi Maach (Fish in Yogurt Sauce) (1 medium piece) with 1 small Chapati,1 Orange,Buttermilk (1 glass),Quinoa Upma (1 bowl)
Bengali,5,Apple Cider Vinegar in Water (1 glass),Mixed Vegetable Upma (1 bowl),A bowl of Grilled Vegetables,Rui (Rohu Fish) Curry (1 medium piece) with 1 cup of Brown Rice,Handful of Nuts,Green Tea (1 cup),Chholar Dal (Bengal Gram Dal) (1 bowl) with 1 small Chapati
Bengali,6,"Turmeric Water (1 glass, with 1 tsp turmeric)",Ragi Upma (1 bowl),A bowl of Fresh Fruit Salad,Kacha Aam (Raw Mango) Dal (1 bowl) with 1 small Chapati,1 Apple,Coconut Water (1 glass),Bandhakopir Ghonto (Cabbage Stir Fry with Peas) (1 bowl) with 1 small Chapati
Bengali,7,Warm Lemon Water with Honey (1 glass),Pongal (1 bowl),A bowl of Tomato Salad,Patol Posto (Parwal with Poppy Seeds) (1 bowl) with 1 small Chapati,Handful of Almonds,Buttermilk (1 glass),Daal (Lentils) with vegetables (1 bowl) with 1 cup of Brown Rice
Bengali,8,Warm Lemon Water (1 glass),"Brown Rice Poha (1 bowl, with veggies)",A bowl of Boiled Chana (Bengal Gram),Masoor Dal (1 bowl) with 1 cup of Brown Rice and a side of Begun Bhaja (Eggplant fry),Handful of Nuts,Buttermilk (1 glass),Grilled Bhetki Fish (1 medium piece) with 1 small Chapati
Bengali,9,Cinnamon Water (1 glass),Veg Dalia (1 bowl),A bowl of Fresh Fruit Salad,Lauki (Bottle Gourd) Dalna (1 bowl) with 1 small Chapati,1 Apple,Green Tea (1 cup),Chicken Stew (1 small bowl) with a side of Lettuce Salad
Bengali,10,"Fenugreek Water (1 glass, soaked overnight)",Besan Cheela (1-2) with Green Chutney,A bowl of Cucumber Salad,Dal (Lentils) with vegetables (1 bowl) with 1 cup of Brown Rice,Handful of Seeds,Coconut Water (1 glass),Mixed Vegetable Curry (1 bowl) with 1 small Chapati
Bengali,11,Ginger Tea (1 cup),Moong Dal Cheela (1-2) with Mint Chutney,A bowl of Sprouts,Doi Maach (Fish in Yogurt Sauce) (1 medium piece) with 1 small Chapati,1 Orange,Buttermilk (1 glass),Quinoa Upma (1 bowl)
Bengali,12,Apple Cider Vinegar in Water (1 glass),Mixed Vegetable Upma (1 bowl),A bowl of Grilled Vegetables,Rui (Rohu Fish) Curry (1 medium piece) with 1 cup of Brown Rice,Handful of Nuts,Green Tea (1 cup),Chholar Dal (Bengal Gram Dal) (1 bowl) with 1 small Chapati
Bengali,13,"Turmeric Water (1 glass, with 1 tsp turmeric)",Ragi Upma (1 bowl),A bowl of Fresh Fruit Salad,Kacha Aam (Raw Mango) Dal (1 bowl) with 1 small Chapati,1 Apple,Coconut Water (1 glass),Bandhakopir Ghonto (Cabbage Stir Fry with Peas) (1 bowl) with 1 small Chapati
Bengali,14,Warm Lemon Water with Honey (1 glass),Pongal (1 bowl),A bowl of Tomato Salad,Patol Posto (Parwal with Poppy Seeds) (1 bowl) with 1 cup of Brown Rice,Handful of Nuts,Buttermilk (1 glass),Tomato Fish Curry (1 medium piece) with 1 small Chapati
Bengali,15,Warm Lemon Water (1 glass),"Brown Rice Poha (1 bowl, with veggies)",A bowl of Boiled Chana (Bengal Gram),Masoor Dal (1 bowl) with 1 cup of Brown Rice and a side of Begun Bhaja (Eggplant fry),Handful of Nuts,Buttermilk (1 glass),Grilled Bhetki Fish (1 medium piece) with 1 small Chapati
Bengali,16,Cinnamon Water (1 glass),Veg Dalia (1 bowl),A bowl of Fresh Fruit Salad,Lauki (Bottle Gourd) Dalna (1 bowl) with 1 small Chapati,1 Apple,Green Tea (1 cup),Chicken Stew (1 small bowl) with a side of Lettuce Salad
Bengali,17,"Fenugreek Water (1 glass, soaked overnight)",Besan Cheela (1-2) with Green Chutney,A bowl of Cucumber Salad,Dal (Lentils) with vegetables (1 bowl) with 1 cup of Brown Rice,Handful of Seeds,Coconut Water (1 glass),Mixed Vegetable Curry (1 bowl) with 1 small Chapati
Bengali,18,Ginger Tea (1 cup),Moong Dal Cheela (1-2) with Mint Chutney,A bowl of Sprouts,Doi Maach (Fish in Yogurt Sauce) (1 medium piece) with 1 small Chapati,1 Orange,Buttermilk (1 glass),Quinoa Upma (1 bowl)
Bengali,19,Apple Cider Vinegar in Water (1 glass),Mixed Vegetable Upma (1 bowl),A bowl of Grilled Vegetables,Rui (Rohu Fish) Curry (1 medium piece) with 1 cup of Brown Rice,Handful of Nuts,Green Tea (1 cup),Chholar Dal (Bengal Gram Dal) (1 bowl) with 1 small Chapati
Bengali,20,"Turmeric Water (1 glass, with 1 tsp turmeric)",Ragi Upma (1 bowl),A bowl of Fresh Fruit Salad,Kacha Aam (Raw Mango) Dal (1 bowl) with 1 small Chapati,1 Apple,Coconut Water (1 glass),Bandhakopir Ghonto (Cabbage Stir Fry with Peas) (1 bowl) with 1 small Chapati
Bengali,21,Warm Lemon Water with Honey (1 glass),Pongal (1 bowl),A bowl of Tomato Salad,Patol Posto (Parwal with Poppy Seeds) (1 bowl) with 1 cup of Brown Rice,Handful of Nuts,Buttermilk (1 glass),Tomato Fish Curry (1 medium piece) with 1 small Chapati
Bengali,22,Warm Lemon Water (1 glass),"Brown Rice Poha (1 bowl, with veggies)",A bowl of Boiled Chana (Bengal Gram),Masoor Dal (1 bowl) with 1 cup of Brown Rice and a side of Begun Bhaja (Eggplant fry),Handful of Nuts,Buttermilk (1 glass),Grilled Bhetki Fish (1 medium piece) with 1 small Chapati
Bengali,23,Cinnamon Water (1 glass),Veg Dalia (1 bowl),A bowl of Fresh Fruit Salad,Lauki (Bottle Gourd) Dalna (1 bowl) with 1 small Chapati,1 Apple,Green Tea (1 cup),Chicken Stew (1 small bowl) with a side of Lettuce Salad
Bengali,24,"Fenugreek Water (1 glass, soaked overnight)",Besan Cheela (1-2) with Green Chutney,A bowl of Cucumber Salad,Dal (Lentils) with vegetables (1 bowl) with 1 cup of Brown Rice,Handful of Seeds,Coconut Water (1 glass),Mixed Vegetable Curry (1 bowl) with 1 small Chapati
Bengali,25,Ginger Tea (1 cup),Moong Dal Cheela (1-2) with Mint Chutney,A bowl of Sprouts,Doi Maach (Fish in Yogurt Sauce) (1 medium piece) with 1 small Chapati,1 Orange,Buttermilk (1 glass),Quinoa Upma (1 bowl)
Bengali,26,Apple Cider Vinegar in Water (1 glass),Mixed Vegetable Upma (1 bowl),A bowl of Grilled Vegetables,Rui (Rohu Fish) Curry (1 medium piece) with 1 cup of Brown Rice,Handful of Nuts,Green Tea (1 cup),Chholar Dal (Bengal Gram Dal) (1 bowl) with 1 small Chapati
Bengali,27,"Turmeric Water (1 glass, with 1 tsp turmeric)",Ragi Upma (1 bowl),A bowl of Fresh Fruit Salad,Kacha Aam (Raw Mango) Dal (1 bowl) with 1 small Chapati,1 Apple,Coconut Water (1 glass),Bandhakopir Ghonto (Cabbage Stir Fry with Peas) (1 bowl) with 1 small Chapati
Bengali,28,Warm Lemon Water with Honey (1 glass),Pongal (1 bowl),A bowl of Tomato Salad,Patol Posto (Parwal with Poppy Seeds) (1 bowl) with 1 cup of Brown Rice,Handful of Nuts,Buttermilk (1 glass),Tomato Fish Curry (1 medium piece) with 1 small Chapati
Bengali,29,Warm Lemon Water (1 glass),"Brown Rice Poha (1 bowl, with veggies)",A bowl of Boiled Chana (Bengal Gram),Masoor Dal (1 bowl) with 1 cup of Brown Rice and a side of Begun Bhaja (Eggplant fry),Handful of Nuts,Buttermilk (1 glass),Grilled Bhetki Fish (1 medium piece) with 1 small Chapati
Bengali,30,Cinnamon Water (1 glass),Veg Dalia (1 bowl),A bowl of Fresh Fruit Salad,Lauki (Bottle Gourd) Dalna (1 bowl) with 1 small Chapati,1 Apple,Green Tea (1 cup),Chicken Stew (1 small bowl) with a side of Lettuce Salad
Bihari,1,Warm Water with Soaked Fenugreek Seeds (1 glass),Bajra Roti (2) with Mixed Vegetable Curry (1 cup),1 Guava,Brown Rice (1 cup) + Chana Dal (1 cup) + Lauki Sabzi (1 cup),Handful of Walnuts & Almonds,Buttermilk (1 glass),"Sattu Sharbat (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,2,Cinnamon Tea (1 cup),Grilled Fish (small piece) + Sauteed Spinach (1 cup),1 Apple (medium),"Jowar Roti (2) + Masoor Dal (1 cup) + Karela Bhujia (Bitter Gourd Stir-fry, 1 cup)",Sprouted Moong Salad (1 cup),Lemon Water with Stevia (1 glass),Moong Dal Cheela (2) with Tomato Chutney
Bihari,3,Fresh Tomato Juice (1 glass),Palak Paneer (1 cup) with 1 Bajra Roti,Handful of Roasted Chana,"Quinoa (1 cup) + Arhar Dal (1 cup) + Bandhakopi Sabzi (Cabbage, 1 cup)",Roasted Makhana (1 cup),Green Tea (1 cup),Oats Porridge (1 cup) with Nuts
Bihari,4,Warm Water with Apple Cider Vinegar (1 glass),Chicken Curry (lean piece) + 2 Jowar Roti + Salad,1 Orange,"Brown Rice Pulao (with lots of veggies, 1 cup) + Curd (1 bowl)",Handful of Peanuts,Buttermilk (1 glass),"Vegetable Poha (made with brown poha, 1 cup)"
Bihari,5,Ginger and Turmeric Water (1 glass),Baigan Chokha (Eggplant mash) + 2 Jowar Roti,1 Bowl of Mixed Berries,"Khichdi (Brown Rice + Moong Dal, 1 cup) with Ghee (1 tsp)",1 Pear,Coconut Water (1 glass),Besan Cheela (2) with Curd
Bihari,6,Warm Water with Soaked Fenugreek Seeds (1 glass),Masoor Dal (1 cup) + Quinoa (1 cup) + Sauteed Beans,A bowl of Boiled Chana,"Brown Rice (1 cup) + Lauki Dalna (Bottle Gourd in light gravy, 1 cup) + Salad",Handful of Pumpkin Seeds,Herbal Tea (1 cup),"Upma (made with cracked wheat/Dalia, 1 cup)"
Bihari,7,Cinnamon Tea (1 cup),Vegetable Soup (1 bowl) + 2 Bajra Roti,1 Kiwi,"Jowar Roti (2) + Chana Dal (1 cup) + Aloo-Bhindi Sabzi (minimal potato, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Sattu Drink (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,8,Warm Water with Soaked Fenugreek Seeds (1 glass),Bajra Roti (2) with Mixed Vegetable Curry (1 cup),1 Guava,Brown Rice (1 cup) + Chana Dal (1 cup) + Lauki Sabzi (1 cup),Handful of Walnuts & Almonds,Buttermilk (1 glass),"Sattu Sharbat (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,9,Cinnamon Tea (1 cup),Grilled Fish (small piece) + Sauteed Spinach (1 cup),1 Apple (medium),"Jowar Roti (2) + Masoor Dal (1 cup) + Karela Bhujia (Bitter Gourd Stir-fry, 1 cup)",Sprouted Moong Salad (1 cup),Lemon Water with Stevia (1 glass),Moong Dal Cheela (2) with Tomato Chutney
Bihari,10,Fresh Tomato Juice (1 glass),Palak Paneer (1 cup) with 1 Bajra Roti,Handful of Roasted Chana,"Quinoa (1 cup) + Arhar Dal (1 cup) + Bandhakopi Sabzi (Cabbage, 1 cup)",Roasted Makhana (1 cup),Green Tea (1 cup),Oats Porridge (1 cup) with Nuts
Bihari,11,Warm Water with Apple Cider Vinegar (1 glass),Chicken Curry (lean piece) + 2 Jowar Roti + Salad,1 Orange,"Brown Rice Pulao (with lots of veggies, 1 cup) + Curd (1 bowl)",Handful of Peanuts,Buttermilk (1 glass),"Vegetable Poha (made with brown poha, 1 cup)"
Bihari,12,Ginger and Turmeric Water (1 glass),Baigan Chokha (Eggplant mash) + 2 Jowar Roti,1 Bowl of Mixed Berries,"Khichdi (Brown Rice + Moong Dal, 1 cup) with Ghee (1 tsp)",1 Pear,Coconut Water (1 glass),Besan Cheela (2) with Curd
Bihari,13,Warm Water with Soaked Fenugreek Seeds (1 glass),Masoor Dal (1 cup) + Quinoa (1 cup) + Sauteed Beans,A bowl of Boiled Chana,"Brown Rice (1 cup) + Lauki Dalna (Bottle Gourd in light gravy, 1 cup) + Salad",Handful of Pumpkin Seeds,Herbal Tea (1 cup),"Upma (made with cracked wheat/Dalia, 1 cup)"
Bihari,14,Cinnamon Tea (1 cup),Vegetable Soup (1 bowl) + 2 Bajra Roti,1 Kiwi,"Jowar Roti (2) + Chana Dal (1 cup) + Aloo-Bhindi Sabzi (minimal potato, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Sattu Drink (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,15,Warm Water with Soaked Fenugreek Seeds (1 glass),Bajra Roti (2) with Mixed Vegetable Curry (1 cup),1 Guava,Brown Rice (1 cup) + Chana Dal (1 cup) + Lauki Sabzi (1 cup),Handful of Walnuts & Almonds,Buttermilk (1 glass),"Sattu Sharbat (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,16,Cinnamon Tea (1 cup),Grilled Fish (small piece) + Sauteed Spinach (1 cup),1 Apple (medium),"Jowar Roti (2) + Masoor Dal (1 cup) + Karela Bhujia (Bitter Gourd Stir-fry, 1 cup)",Sprouted Moong Salad (1 cup),Lemon Water with Stevia (1 glass),Moong Dal Cheela (2) with Tomato Chutney
Bihari,17,Fresh Tomato Juice (1 glass),Palak Paneer (1 cup) with 1 Bajra Roti,Handful of Roasted Chana,"Quinoa (1 cup) + Arhar Dal (1 cup) + Bandhakopi Sabzi (Cabbage, 1 cup)",Roasted Makhana (1 cup),Green Tea (1 cup),Oats Porridge (1 cup) with Nuts
Bihari,18,Warm Water with Apple Cider Vinegar (1 glass),Chicken Curry (lean piece) + 2 Jowar Roti + Salad,1 Orange,"Brown Rice Pulao (with lots of veggies, 1 cup) + Curd (1 bowl)",Handful of Peanuts,Buttermilk (1 glass),"Vegetable Poha (made with brown poha, 1 cup)"
Bihari,19,Ginger and Turmeric Water (1 glass),Baigan Chokha (Eggplant mash) + 2 Jowar Roti,1 Bowl of Mixed Berries,"Khichdi (Brown Rice + Moong Dal, 1 cup) with Ghee (1 tsp)",1 Pear,Coconut Water (1 glass),Besan Cheela (2) with Curd
Bihari,20,Warm Water with Soaked Fenugreek Seeds (1 glass),Masoor Dal (1 cup) + Quinoa (1 cup) + Sauteed Beans,A bowl of Boiled Chana,"Brown Rice (1 cup) + Lauki Dalna (Bottle Gourd in light gravy, 1 cup) + Salad",Handful of Pumpkin Seeds,Herbal Tea (1 cup),"Upma (made with cracked wheat/Dalia, 1 cup)"
Bihari,21,Cinnamon Tea (1 cup),Vegetable Soup (1 bowl) + 2 Bajra Roti,1 Kiwi,"Jowar Roti (2) + Chana Dal (1 cup) + Aloo-Bhindi Sabzi (minimal potato, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Sattu Drink (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,22,Warm Water with Soaked Fenugreek Seeds (1 glass),Bajra Roti (2) with Mixed Vegetable Curry (1 cup),1 Guava,Brown Rice (1 cup) + Chana Dal (1 cup) + Lauki Sabzi (1 cup),Handful of Walnuts & Almonds,Buttermilk (1 glass),"Sattu Sharbat (unsweetened, 1 glass) with 1 Jowar Roti"
Bihari,23,Cinnamon Tea (1 cup),Grilled Fish (small piece) + Sauteed Spinach (1 cup),1 Apple (medium),"Jowar Roti (2) + Masoor Dal (1 cup) + Karela Bhujia (Bitter Gourd Stir-fry, 1 cup)",Sprouted Moong Salad (1 cup),Lemon Water with Stevia (1 glass),Moong Dal Cheela (2) with Tomato Chutney
Bihari,24,Fresh Tomato Juice (1 glass),Palak Paneer (1 cup) with 1 Bajra Roti,Handful of Roasted Chana,"Quinoa (1 cup) + Arhar Dal (1 cup) + Bandhakopi Sabzi (Cabbage, 1 cup)",Roasted Makhana (1 cup),Green Tea (1 cup),Oats Porridge (1 cup) with Nuts
Bihari,25,Warm Water with Apple Cider Vinegar (1 glass),Chicken Curry (lean piece) + 2 Jowar Roti + Salad,1 Orange,"Brown Rice Pulao (with lots of veggies, 1 cup) + Curd (1 bowl)",Handful of Peanuts,Buttermilk (1 glass),"Vegetable Poha (made with brown poha, 1 cup)"
Bihari,26,Ginger and Turmeric Water (1 glass),Baigan Chokha (Eggplant mash) + 2 Jowar Roti,1 Bowl of Mixed Berries,"Khichdi (Brown Rice + Moong Dal, 1 cup) with Ghee (1 tsp)",1 Pear,Coconut Water (1 glass),Besan Cheela (2) with Curd
Bihari,27,Warm Water with Soaked Fenugreek Seeds (1 glass),Masoor Dal (1 cup) + Quinoa (1 cup) + Sauteed Beans,A bowl of Boiled Chana,"Brown Rice (1 cup) + Lauki Dalna (Bottle Gourd in light gravy, 1 cup) + Salad",Handful of Pumpkin Seeds,Herbal Tea (1 cup),"Upma (made with cracked wheat/Dalia, 1 cup)"
